,path_to_img,kp1x,kp1y,kp2x,kp2y,kp3x,kp3y,kp4x,kp4y,kp5x,kp5y,kp6x,kp6y,kp7x,kp7y,kp8x,kp8y
0,F:\tantrix-data\data1\0.jpg,126.19296264648438,182.34515380859375,67.87572479248047,118.28114318847656,76.81307983398438,165.4600830078125,104.44319915771484,84.65663146972656,113.07353973388672,132.73338317871094,113.07353973388672,132.73338317871094,159.75997924804688,148.69744873046875,150.2550048828125,97.31324768066406
1,F:\tantrix-data\data1\1.jpg,73.803466796875,226.0117950439453,133.12130737304688,175.62503051757812,146.571044921875,251.568115234375,163.0911865234375,206.8998260498047,117.45870971679688,217.29559326171875,117.45870971679688,217.29559326171875,104.59536743164062,262.2615966796875,88.80697631835938,184.90109252929688
2,F:\tantrix-data\data1\2.jpg,90.03619384765625,89.22787475585938,90.03619384765625,89.22787475585938,116.33041381835938,52.60676574707031,68.87353515625,47.3499755859375,136.89727783203125,90.85493469238281,109.08607482910156,129.58880615234375,65.45750427246094,124.94613647460938,45.70338439941406,84.07954406738281
3,F:\tantrix-data\data1\3.jpg,129.1741943359375,264.1587219238281,178.9828643798828,235.64285278320312,81.67141723632812,184.27059936523438,175.46206665039062,183.5605926513672,128.7639617919922,209.96856689453125,128.7639617919922,209.96856689453125,82.10530853271484,241.5871124267578,127.32740020751953,157.8705291748047
4,F:\tantrix-data\data1\4.jpg,203.81292724609375,235.63218688964844,141.6157684326172,166.24061584472656,190.1120147705078,182.1599578857422,190.1120147705078,182.1599578857422,240.19696044921875,199.71775817871094,230.3985137939453,144.3689422607422,150.83847045898438,217.06143188476562,181.22695922851562,130.37596130371094
5,F:\tantrix-data\data1\5.jpg,190.20321655273438,98.95573425292969,190.20321655273438,98.95573425292969,176.89651489257812,62.23003387451172,225.44964599609375,106.85201263427734,153.72573852539062,90.01404571533203,164.41209411621094,128.32835388183594,215.47845458984375,71.68758392333984,200.00245666503906,134.8216552734375
6,F:\tantrix-data\data1\6.jpg,100.63600158691406,200.51768493652344,100.63600158691406,200.51768493652344,144.47303771972656,228.19381713867188,147.2587127685547,173.3585662841797,101.97610473632812,254.4205780029297,57.952789306640625,174.7490234375,55.610008239746094,225.14773559570312,103.51101684570312,149.27593994140625
7,F:\tantrix-data\data1\7.jpg,61.89552307128906,169.29403686523438,61.89552307128906,169.29403686523438,7.5251312255859375,170.77252197265625,114.14630126953125,166.82681274414062,86.75566101074219,121.53190612792969,89.31460571289062,215.634521484375,29.248504638671875,123.095703125,37.12068176269531,220.1929168701172
8,F:\tantrix-data\data1\8.jpg,59.50486755371094,65.80579376220703,59.50486755371094,65.80579376220703,54.044647216796875,28.69473648071289,93.89889526367188,80.77558898925781,29.41370391845703,88.83270263671875,66.29356384277344,104.65288543701172,22.217453002929688,53.05011749267578,87.995849609375,43.08586502075195
9,F:\tantrix-data\data1\9.jpg,233.44696044921875,130.36593627929688,197.17369079589844,211.20880126953125,151.5552978515625,190.06878662109375,183.90194702148438,107.14663696289062,241.64231872558594,179.45205688476562,145.20809936523438,138.4419708251953,191.40391540527344,160.39048767089844,191.40391540527344,160.39048767089844
10,F:\tantrix-data\data1\10.jpg,213.14712524414062,209.3546600341797,209.94302368164062,173.1676025390625,241.6670379638672,189.58534240722656,241.6670379638672,189.58534240722656,271.7269287109375,169.6264190673828,237.69528198242188,152.2421112060547,276.2814025878906,204.0839385986328,244.4873046875,225.19432067871094
11,F:\tantrix-data\data1\11.jpg,108.67642974853516,153.55726623535156,108.67642974853516,153.55726623535156,146.12110900878906,186.31179809570312,156.91363525390625,134.7403106689453,62.32890701293945,170.21392822265625,72.04203033447266,122.78260803222656,101.93386840820312,204.858154296875,119.01944732666016,105.40583038330078
12,F:\tantrix-data\data1\12.jpg,103.0763931274414,161.67840576171875,103.0763931274414,161.67840576171875,56.530189514160156,181.42623901367188,110.89981842041016,111.72520446777344,99.12527465820312,214.65213012695312,63.749488830566406,132.2475128173828,143.34811401367188,193.0919647216797,151.4349365234375,139.607177734375
13,F:\tantrix-data\data1\13.jpg,195.14247131347656,22.34313201904297,221.96945190429688,54.95979309082031,161.0150146484375,104.46235656738281,151.3768768310547,28.089691162109375,202.6116943359375,97.16520690917969,133.7561798095703,66.94851684570312,176.83969116210938,61.69757080078125,176.83969116210938,61.69757080078125
14,F:\tantrix-data\data1\14.jpg,107.92535400390625,85.47201538085938,179.1641845703125,73.80731964111328,185.2899932861328,114.30801391601562,114.40196228027344,129.57546997070312,147.21826171875,100.55794525146484,147.21826171875,100.55794525146484,137.60440063476562,57.85105895996094,153.05393981933594,141.81427001953125
15,F:\tantrix-data\data1\15.jpg,185.27442932128906,39.74208068847656,222.00595092773438,71.87026977539062,129.44692993164062,105.16044616699219,169.26931762695312,140.29592895507812,135.1939697265625,57.20167922973633,213.84466552734375,121.6919174194336,176.79571533203125,88.65319061279297,176.79571533203125,88.65319061279297
16,F:\tantrix-data\data1\16.jpg,189.5771484375,53.79724884033203,189.5771484375,53.79724884033203,200.69464111328125,87.92518615722656,226.4248046875,59.942596435546875,154.6984100341797,47.01050567626953,213.76597595214844,27.76866912841797,166.45730590820312,83.10734558105469,178.23092651367188,21.19573974609375
17,F:\tantrix-data\data1\17.jpg,209.43572998046875,193.4732666015625,253.702880859375,184.3782501220703,179.7696533203125,165.0235595703125,234.167724609375,113.50675964355469,222.442626953125,152.83355712890625,222.442626953125,152.83355712890625,193.52696228027344,122.03924560546875,263.86492919921875,144.55120849609375
18,F:\tantrix-data\data1\18.jpg,179.83599853515625,206.55259704589844,153.97283935546875,240.23936462402344,136.88494873046875,201.90599060058594,136.88494873046875,201.90599060058594,161.88986206054688,164.02694702148438,110.24858093261719,235.91903686523438,119.91767883300781,161.6999053955078,91.61431884765625,198.2382354736328
19,F:\tantrix-data\data1\19.jpg,210.0137176513672,166.29795837402344,210.0137176513672,166.29795837402344,226.2222137451172,114.39982604980469,169.90029907226562,126.38523864746094,247.1330108642578,205.27557373046875,195.42666625976562,216.51171875,264.276611328125,150.38331604003906,157.30931091308594,177.22239685058594
20,F:\tantrix-data\data1\20.jpg,81.77790832519531,37.76142883300781,36.69184875488281,75.32151794433594,91.81721496582031,92.25177001953125,91.81721496582031,92.25177001953125,143.79888916015625,109.76118469238281,49.48869323730469,127.13690185546875,133.180419921875,52.127166748046875,102.51828002929688,144.4532470703125
21,F:\tantrix-data\data1\21.jpg,122.72462463378906,137.50149536132812,145.4026641845703,170.61077880859375,105.95796203613281,174.72201538085938,105.95796203613281,174.72201538085938,64.86637878417969,178.17584228515625,89.39054870605469,214.31320190429688,79.26239013671875,141.1545867919922,128.70242309570312,208.62152099609375
