,path_to_img,kp1x,kp1y,kp2x,kp2y,kp3x,kp3y,kp4x,kp4y,kp5x,kp5y,kp6x,kp6y,kp7x,kp7y,kp8x,kp8y
0,Porsche/tantrix-data/data1/0.jpg,126.19296264648438,182.34515380859366,67.87572479248047,118.28114318847656,76.81307983398438,165.4600830078125,104.44319915771484,84.65663146972656,113.07353973388672,132.73338317871094,113.07353973388672,132.73338317871094,159.75997924804688,148.69744873046875,150.2550048828125,97.31324768066406
1,Porsche/tantrix-data/data1/1.jpg,73.803466796875,226.0117950439453,133.12130737304688,175.62503051757812,146.571044921875,251.568115234375,163.0911865234375,206.8998260498047,117.45870971679688,217.29559326171875,117.45870971679688,217.29559326171875,104.59536743164062,262.2615966796875,88.80697631835938,184.90109252929688
2,Porsche/tantrix-data/data1/2.jpg,90.03619384765625,89.22787475585938,90.03619384765625,89.22787475585938,116.33041381835938,52.60676574707031,68.87353515625,47.3499755859375,136.89727783203122,90.8549346923828,109.08607482910156,129.58880615234378,65.45750427246094,124.94613647460938,45.70338439941406,84.07954406738281
3,Porsche/tantrix-data/data1/3.jpg,129.1741943359375,264.15872192382807,178.9828643798828,235.64285278320312,81.67141723632812,184.2705993652344,175.46206665039062,183.5605926513672,128.76396179199222,209.96856689453125,128.76396179199222,209.96856689453125,82.10530853271484,241.5871124267578,127.32740020751952,157.8705291748047
4,Porsche/tantrix-data/data1/4.jpg,203.81292724609366,235.63218688964844,141.6157684326172,166.24061584472656,190.1120147705078,182.1599578857422,190.1120147705078,182.1599578857422,240.19696044921875,199.7177581787109,230.3985137939453,144.3689422607422,150.83847045898438,217.0614318847656,181.2269592285156,130.37596130371094
5,Porsche/tantrix-data/data1/5.jpg,190.2032165527344,98.95573425292969,190.2032165527344,98.95573425292969,176.89651489257812,62.23003387451172,225.44964599609366,106.85201263427734,153.72573852539062,90.01404571533203,164.41209411621094,128.32835388183594,215.47845458984366,71.68758392333984,200.00245666503903,134.8216552734375
6,Porsche/tantrix-data/data1/6.jpg,100.63600158691406,200.51768493652344,100.63600158691406,200.51768493652344,144.47303771972656,228.19381713867188,147.2587127685547,173.3585662841797,101.97610473632812,254.4205780029297,57.95278930664063,174.7490234375,55.6100082397461,225.14773559570312,103.51101684570312,149.27593994140625
7,Porsche/tantrix-data/data1/7.jpg,61.89552307128906,169.29403686523438,61.89552307128906,169.29403686523438,7.5251312255859375,170.77252197265625,114.14630126953124,166.82681274414062,86.75566101074219,121.53190612792969,89.31460571289062,215.634521484375,29.248504638671875,123.095703125,37.12068176269531,220.1929168701172
8,Porsche/tantrix-data/data1/8.jpg,59.50486755371094,65.80579376220703,59.50486755371094,65.80579376220703,54.04464721679688,28.69473648071289,93.89889526367188,80.77558898925781,29.41370391845703,88.83270263671875,66.29356384277344,104.65288543701172,22.217453002929688,53.05011749267578,87.995849609375,43.08586502075195
9,Porsche/tantrix-data/data1/9.jpg,233.44696044921875,130.36593627929688,197.17369079589844,211.20880126953125,151.5552978515625,190.06878662109366,183.9019470214844,107.14663696289062,241.64231872558602,179.45205688476562,145.20809936523438,138.44197082519528,191.40391540527344,160.39048767089844,191.40391540527344,160.39048767089844
